WKT,nama,deskripsi
"POLYGON ((106.7251479 -6.0894001, 106.7096983 -6.0958864, 106.6884123 -6.0975933, 106.6877257 -6.1057864, 106.6983687 -6.1105656, 106.6966521 -6.1139793, 106.6894423 -6.1139793, 106.688069 -6.1249031, 106.6853224 -6.1283167, 106.6918456 -6.1344611, 106.6863524 -6.1436777, 106.6887557 -6.1723504, 106.7158782 -6.1856622, 106.7169081 -6.1935126, 106.7244612 -6.1924886, 106.7234313 -6.2078478, 106.7186247 -6.2112609, 106.7169081 -6.2238891, 106.7402541 -6.2252543, 106.7450606 -6.2358344, 106.7467772 -6.2494859, 106.7536437 -6.2515336, 106.7536437 -6.2600655, 106.7512404 -6.2737164, 106.7584502 -6.2737164, 106.7581069 -6.2788354, 106.7636 -6.2778116, 106.7618834 -6.2842956, 106.7800795 -6.3160317, 106.8089186 -6.315008, 106.7920958 -6.3515194, 106.7934691 -6.3651678, 106.8027388 -6.3651678, 106.8185317 -6.3562964, 106.8353545 -6.3545903, 106.8398177 -6.3436713, 106.8459975 -6.3409416, 106.8521773 -6.3368469, 106.8569838 -6.352543, 106.8617903 -6.35732, 106.8703734 -6.3535666, 106.8734633 -6.3607321, 106.883763 -6.3692623, 106.9009291 -6.3696035, 106.9077956 -6.3600497, 106.914662 -6.365509, 106.9218718 -6.3027233, 106.9084822 -6.2897557, 106.9095122 -6.2726926, 106.9043623 -6.2692799, 106.905049 -6.2600655, 106.9108855 -6.2552877, 106.9170653 -6.2569941, 106.9194685 -6.250851, 106.9441878 -6.2542638, 106.9431578 -6.2375409, 106.9517409 -6.2204761, 106.9641005 -6.2105783, 106.9665038 -6.1976084, 106.9733702 -6.1825903, 106.9702803 -6.0941795, 106.9421278 -6.0975933, 106.9198119 -6.1006657, 106.8782698 -6.0948623, 106.8628203 -6.113638, 106.8545805 -6.1092001, 106.8576704 -6.1167103, 106.8350111 -6.1218308, 106.8099486 -6.1194412, 106.8044554 -6.0938381, 106.7896925 -6.0924726, 106.7886626 -6.1078346, 106.7776762 -6.1061278, 106.76566 -6.0996416, 106.7577635 -6.1040795, 106.7481505 -6.099983, 106.7584502 -6.0777929, 106.7512404 -6.0740376, 106.7405974 -6.0873518, 106.732701 -6.0815482, 106.7251479 -6.0894001))",DKI Jakarta,
