WKT,nama,deskripsi
"POLYGON ((106.7800795 -6.3160317, 106.7786731 -6.3213045, 106.7790164 -6.3274467, 106.7760981 -6.3323945, 106.7757548 -6.3366598, 106.7730082 -6.3381953, 106.7728366 -6.3431431, 106.7740382 -6.3455316, 106.7736949 -6.3503087, 106.770605 -6.3525266, 106.770605 -6.3574741, 106.7604769 -6.3576448, 106.7575587 -6.3613981, 106.746744 -6.3608862, 106.7451991 -6.3740226, 106.746744 -6.3835762, 106.7427958 -6.3931295, 106.7414225 -6.4047298, 106.7373027 -6.4074592, 106.7343844 -6.4149651, 106.7312945 -6.4281, 106.7354144 -6.4367997, 106.746744 -6.4390172, 106.7536105 -6.4287824, 106.7618502 -6.4320234, 106.7826213 -6.4347527, 106.7860545 -6.4504458, 106.8049372 -6.4502752, 106.8140353 -6.454369, 106.8147605 -6.4621157, 106.8260902 -6.4609217, 106.8281501 -6.4467641, 106.8315833 -6.4438643, 106.8358749 -6.443182, 106.8408531 -6.4508579, 106.8399948 -6.4534165, 106.8544143 -6.4517107, 106.852011 -6.4365294, 106.8676322 -6.4472758, 106.8767303 -6.4448877, 106.8880599 -6.4307297, 106.898188 -6.4174242, 106.8964713 -6.3699991, 106.883763 -6.3692623, 106.8715804 -6.3597629, 106.8693488 -6.3546448, 106.8629974 -6.3582275, 106.8554443 -6.351915, 106.8537277 -6.3456025, 106.8514961 -6.3418491, 106.8509811 -6.3398018, 106.8458312 -6.3427021, 106.8394798 -6.3457731, 106.8393081 -6.3517444, 106.8348449 -6.355839, 106.8185317 -6.3562964, 106.8133872 -6.3602747, 106.8092674 -6.3641986, 106.8051475 -6.3652223, 106.7915862 -6.3655635, 106.7920958 -6.3515194, 106.7977661 -6.3358777, 106.8042892 -6.3225697, 106.8089186 -6.315008, 106.7800795 -6.3160317))",Kota Depok,
